week_end	pruid	prename	prfname	numtotal_atleast1dose	numtotal_partially	numtotal_fully	numtotal_onlyfully	numtotal_additional	numtotal_1additional	numtotal_2nd_additional	numtotal_recent_fullyoradditional	proptotal_atleast1dose	proptotal_partially	proptotal_fully	proptotal_onlyfully	proptotal_additional	proptotal_1additional	proptotal_2nd_additional	proptotal_recent_fullyoradditional	num18plus_atleast1dose	num18plus_partially	num18plus_fully	num18plus_onlyfully	num18plus_additional	num18plus_1additional	num18plus_2nd_additional	num18plus_recent_fullyoradditional	prop18plus_atleast1dose	prop18plus_partially	prop18plus_fully	prop18plus_onlyfully	prop18plus_additional	prop18plus_1additional	prop18plus_2nd_additional	prop18plus_recent_fullyoradditional	num5plus_atleast1dose	num5plus_partially	num5plus_fully	num5plus_onlyfully	num5plus_additional	num5plus_1additional	num5plus_2nd_additional	num5plus_recent_fullyoradditional	prop5plus_atleast1dose	prop5plus_partially	prop5plus_fully	prop5plus_onlyfully	prop5plus_additional	prop5plus_1additional	prop5plus_2nd_additional	prop5plus_recent_fullyoradditional	num12plus_atleast1dose	num12plus_partially	num12plus_fully	num12plus_onlyfully	num12plus_additional	num12plus_1additional	num12plus_2nd_additional	num12plus_recent_fullyoradditional	prop12plus_atleast1dose	prop12plus_partially	prop12plus_fully	prop12plus_onlyfully	prop12plus_additional	prop12plus_1additional	prop12plus_2nd_additional	prop12plus_recent_fullyoradditional
2021-07-10	62	Nunavut	Nunavut	22022	4737	17285						55.9	12	43.9						19565	2768	16797						78.3	11.1	67.2						21899	4699	17200						62	13.3	48.7						21899	4699	17200						74.4	16	58.4					
2021-07-17	1	Canada	Canada	26430149	7121538	19105408						69.1	18.6	50						24670168	6058285	18436399						79.5	19.5	59.4						26386377	7107244	19083186						72.6	19.5	52.5						26375643	7097176	19082541						78.8	21.2	57					
2021-07-17	10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	397427		194224						76.3		37.3						365088		189604						83.7		43.5						388461		192514						77.5		38.4						388439		192513						83		41.2					
2021-07-17	11	Prince Edward Island	Île-du-Prince-Édouard	121902	63201	58701						74.2	38.5	35.7						113448	55002	58446						84.4	40.9	43.5						121771	63132	58639						77.5	40.2	37.3						121771	63132	58639						83.7	43.4	40.3					
2021-07-17	12	Nova Scotia	Nouvelle-Écosse	724947	239735	485212						73.1	24.2	48.9						683214	205106	478108						82.7	24.8	57.9						724945	239733	485212						76.3	25.2	51						724945	239733	485212						82	27.1	54.9					
2021-07-17	13	New Brunswick	Nouveau-Brunswick	552553	151263	401290						70	19.2	50.8						519700	132796	386904						79.5	20.3	59.2						552408	151223	401185						73.1	20	53.1						552408	151223	401185						78.7	21.5	57.2					
2021-07-17	24	Quebec	Québec	6147601	2114208	4033393						71.4	24.6	46.9						5742896	1780595	3962301						82	25.4	56.6						6147366	2113973	4033393						75.1	25.8	49.3						6147292	2113899	4033393						81.6	28.1	53.5					
2021-07-17	35	Ontario	Ontario	10269103	2421176	7847927						69.3	16.3	52.9						9601786	2089086	7512700						79.5	17.3	62.2						10263784	2419291	7844493						72.7	17.1	55.6						10263784	2419291	7844493						78.7	18.6	60.2					
2021-07-17	46	Manitoba	Manitoba	929567	195231	734336						67.2	14.1	53.1						867777	167114	700663						80.8	15.6	65.2						929458	195144	734314						71.4	15	56.4						929458	195144	734314						79	16.6	62.4					
2021-07-17	47	Saskatchewan	Saskatchewan	736406	140530	595876						62.4	11.9	50.5						681711	115294	566417						75.1	12.7	62.4						736186	140415	595771						66.5	12.7	53.8						736155	140384	595771						73.8	14.1	59.8					
2021-07-17	48	Alberta	Alberta	2779941	540094	2239847						62.6	12.2	50.4						2550662	457725	2092937						73.5	13.2	60.3						2751628	528344	2223284						65.8	12.6	53.1						2751628	528344	2223284						72.6	13.9	58.6					
2021-07-17	59	British Columbia	Colombie-Britannique	3689083	1247164	2441919						70.7	23.9	46.8						3469339	1048683	2420656						79.9	24.2	55.8						3689083	1247164	2441919						73.9	25	48.9						3678571	1237267	2441304						79.2	26.6	52.6					
2021-07-17	60	Yukon	Yukon	31424	2663	28761						72.9	6.2	66.7						29399	2268	27131						84.3	6.5	77.8						31306	2622	28684						76.6	6.4	70.2						31306	2622	28684						83.4	7	76.4					
2021-07-17	61	Northwest Territories	Territoires du Nord-Ouest	27701	2569	25132						63.7	5.9	57.8						25271	1990	23281						76.2	6	70.2						27609	2536	25073						67.9	6.2	61.6						27514	2470	25044						75.2	6.8	68.5					
2021-07-17	62	Nunavut	Nunavut	22494	3704	18790						57.1	9.4	47.7						19877	2626	17251						79.5	10.5	69						22372	3667	18705						63.3	10.4	52.9						22372	3667	18705						76	12.5	63.6					
2021-07-24	1	Canada	Canada	26690535	5349798	21175391						69.8	14	55.4						24889571	4512067	20236874						80.3	14.5	65.2						26645678	5336906	21150437						73.3	14.7	58.2						26635028	5328603	21148111						79.5	15.9	63.2					
2021-07-24	10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	399946		234600						76.8		45.1						367406		226776						84.2		52						391124		232789						78.1		46.5						391102		232788						83.6		49.8					
2021-07-24	11	Prince Edward Island	Île-du-Prince-Édouard	123220	53567	69653						75	32.6	42.4						114575	45566	69009						85.2	33.9	51.3						123085	53507	69578						78.3	34	44.3						123085	53507	69578						84.6	36.8	47.8					
2021-07-24	12	Nova Scotia	Nouvelle-Écosse	728671	172169	556502						73.5	17.4	56.1						686856	150071	536785						83.1	18.2	65						728664	172166	556498						76.7	18.1	58.5						728664	172166	556498						82.4	19.5	62.9					
2021-07-24	13	New Brunswick	Nouveau-Brunswick	559670	114997	444673						70.9	14.6	56.3						525642	101968	423674						80.4	15.6	64.8						559533	114964	444569						74	15.2	58.8						559533	114964	444569						79.7	16.4	63.3					
2021-07-24	24	Quebec	Québec	6199112	1603528	4595584						72	18.6	53.4						5788949	1326931	4462018						82.7	18.9	63.7						6198918	1603334	4595584						75.8	19.6	56.2						6198844	1603260	4595584						82.3	21.3	61					
2021-07-24	35	Ontario	Ontario	10383281	1811180	8572101						70	12.2	57.8						9694502	1558382	8136120						80.3	12.9	67.4						10377964	1809485	8568479						73.5	12.8	60.7						10377964	1809485	8568479						79.6	13.9	65.7					
2021-07-24	46	Manitoba	Manitoba	943121	157256	785865						68.2	11.4	56.8						878814	135167	743647						81.8	12.6	69.2						943014	157172	785842						72.5	12.1	60.4						943014	157172	785842						80.2	13.4	66.8					
2021-07-24	47	Saskatchewan	Saskatchewan	743529	117807	625722						63	10	53						687713	97599	590114						75.8	10.8	65						743306	117700	625606						67.1	10.6	56.5						743275	117669	625606						74.6	11.8	62.8					
2021-07-24	48	Alberta	Alberta	2803897	422693	2381204						63.1	9.5	53.6						2570019	361212	2208807						74.1	10.4	63.7						2774343	412091	2362252						66.3	9.8	56.5						2774343	412091	2362252						73.2	10.9	62.3					
2021-07-24	59	British Columbia	Colombie-Britannique	3723811	888507	2835304						71.4	17	54.4						3500036	728813	2771223						80.6	16.8	63.8						3723811	888507	2835304						74.6	17.8	56.8						3713389	880357	2833032						79.9	19	61					
2021-07-24	60	Yukon	Yukon	31641	2377	29264						73.4	5.5	67.9						29572	2033	27539						84.8	5.8	79						31502	2333	29169						77	5.7	71.3						31502	2333	29169						83.9	6.2	77.7					
2021-07-24	61	Northwest Territories	Territoires du Nord-Ouest	27906	2323	25583						64.2	5.3	58.8						25422	1839	23583						76.6	5.5	71.1						27803	2288	25515						68.4	5.6	62.7						27702	2240	25462						75.7	6.1	69.6					
2021-07-24	62	Nunavut	Nunavut	22730	3394	19336						57.7	8.6	49.1						20065	2486	17579						80.3	9.9	70.3						22611	3359	19252						64	9.5	54.5						22611	3359	19252						76.8	11.4	65.4					
2021-07-31	1	Canada	Canada	26928653	4169603	22623957						70.4	10.9	59.2						25086843	3524227	21448138						80.9	11.4	69.2						26883983	4157467	22597460						73.9	11.4	62.1						26873495	4151264	22593196						80.3	12.4	67.5					
2021-07-31	10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	403456		268363						77.5		51.6						371475		256997						85.1		58.9						395658		266602						79		53.2						395635		266600						84.6		57					
2021-07-31	11	Prince Edward Island	Île-du-Prince-Édouard	124520	44277	80243						75.8	26.9	48.8						115708	36747	78961						86.1	27.3	58.7						124384	44214	80170						79.1	28.1	51						124384	44214	80170						85.5	30.4	55.1					
2021-07-31	12	Nova Scotia	Nouvelle-Écosse	736474	119095	617379						74.2	12	62.2						693019	106857	586162						83.9	12.9	70.9						736471	119093	617378						77.5	12.5	64.9						736471	119093	617378						83.3	13.5	69.8					
2021-07-31	13	New Brunswick	Nouveau-Brunswick	565147	95547	469600						71.6	12.1	59.5						530318	85101	445217						81.2	13	68.1						565016	95521	469495						74.7	12.6	62.1						565016	95521	469495						80.5	13.6	66.9					
2021-07-31	24	Quebec	Québec	6239810	1223578	5016232						72.5	14.2	58.3						5824958	1004884	4820074						83.2	14.3	68.8						6239606	1223374	5016232						76.3	15	61.3						6239527	1223295	5016232						82.8	16.2	66.6					
2021-07-31	35	Ontario	Ontario	10485065	1447489	9037576						70.7	9.8	61						9774249	1248066	8526183						80.9	10.3	70.6						10479733	1445953	9033780						74.3	10.2	64						10479733	1445953	9033780						80.4	11.1	69.3					
2021-07-31	46	Manitoba	Manitoba	958899	109205	849694						69.3	7.9	61.4						891559	94211	797348						83	8.8	74.2						958798	109138	849660						73.7	8.4	65.3						958798	109138	849660						81.5	9.3	72.2					
2021-07-31	47	Saskatchewan	Saskatchewan	749410	101366	648044						63.5	8.6	54.9						692563	85402	607161						76.3	9.4	66.9						749197	101251	647946						67.7	9.1	58.5						749162	101222	647940						75.1	10.2	65					
2021-07-31	48	Alberta	Alberta	2825516	359966	2465550						63.6	8.1	55.5						2587747	309276	2278471						74.6	8.9	65.7						2795134	349951	2445183						66.8	8.4	58.4						2795134	349951	2445183						73.7	9.2	64.5					
2021-07-31	59	British Columbia	Colombie-Britannique	3757483	661552	3095931						72.1	12.7	59.4						3529738	547617	2982121						81.3	12.6	68.7						3757483	661552	3095931						75.3	13.3	62						3747258	655519	3091739						80.7	14.1	66.6					
2021-07-31	60	Yukon	Yukon	31869	2298	29571						73.9	5.3	68.6						29753	1971	27782						85.3	5.7	79.7						31730	2257	29473						77.6	5.5	72.1						31716	2243	29473						84.5	6	78.5					
2021-07-31	61	Northwest Territories	Territoires du Nord-Ouest	28084	2118	25966						64.6	4.9	59.7						25549	1693	23856						77	5.1	71.9						27973	2087	25886						68.8	5.1	63.6						27861	2039	25822						76.2	5.6	70.6					
2021-07-31	62	Nunavut	Nunavut	22920	3112	19808						58.2	7.9	50.3						20207	2402	17805						80.9	9.6	71.3						22800	3076	19724						64.5	8.7	55.8						22800	3076	19724						77.5	10.5	67					
2021-08-07	1	Canada	Canada	27117537	3604441	23513096						70.9	9.4	61.5						25250220	3066454	22183766						81.4	9.9	71.5						27078126	3592780	23485346						74.5	9.9	64.6						27067690	3587953	23479737						80.8	10.7	70.1					
2021-08-07	10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	407370	108925	298445						78.3	20.9	57.3						380431	97465	282966						87.2	22.3	64.9						405494	108785	296709						80.9	21.7	59.2						405477	108770	296707						86.7	23.3	63.4					
2021-08-07	11	Prince Edward Island	Île-du-Prince-Édouard	125646	34850	90796						76.5	21.2	55.3						116737	28343	88394						86.8	21.1	65.7						125512	34792	90720						79.8	22.1	57.7						125512	34792	90720						86.3	23.9	62.4					
2021-08-07	12	Nova Scotia	Nouvelle-Écosse	744097	94606	649491						75	9.5	65.5						699488	84945	614543						84.7	10.3	74.4						744094	94604	649490						78.3	10	68.3						744094	94604	649490						84.1	10.7	73.4					
2021-08-07	13	New Brunswick	Nouveau-Brunswick	569315	86387	482928						72.1	10.9	61.2						533871	77165	456706						81.7	11.8	69.9						569169	86351	482818						75.3	11.4	63.8						569164	86346	482818						81.1	12.3	68.8					
2021-08-07	24	Quebec	Québec	6284824	980308	5304516						73	11.4	61.6						5864785	806984	5057801						83.7	11.5	72.2						6284612	980096	5304516						76.8	12	64.8						6284534	980018	5304516						83.4	13	70.4					
2021-08-07	35	Ontario	Ontario	10553582	1232979	9320603						71.2	8.3	62.9						9828091	1064527	8763564						81.4	8.8	72.6						10548305	1231558	9316747						74.7	8.7	66						10548305	1231558	9316747						80.9	9.4	71.5					
2021-08-07	46	Manitoba	Manitoba	965803	97210	868593						69.8	7	62.8						897384	83590	813794						83.5	7.8	75.7						965704	97144	868560						74.2	7.5	66.7						965704	97144	868560						82.1	8.3	73.9					
2021-08-07	47	Saskatchewan	Saskatchewan	753481	93187	660294						63.9	7.9	56						695927	79135	616792						76.7	8.7	68						753271	93070	660201						68	8.4	59.6						753236	93042	660194						75.6	9.3	66.2					
2021-08-07	48	Alberta	Alberta	2842134	330323	2511811						64	7.4	56.5						2601378	284702	2316676						75	8.2	66.8						2811086	320872	2490214						67.2	7.7	59.5						2811086	320872	2490214						74.1	8.5	65.7					
2021-08-07	59	British Columbia	Colombie-Britannique	3787832	538479	3249353						72.6	10.3	62.3						3556192	453802	3102390						81.9	10.5	71.5						3787832	538479	3249353						75.9	10.8	65.1						3777683	533856	3243827						81.3	11.5	69.8					
2021-08-07	60	Yukon	Yukon	32065	2138	29927						74.4	5	69.4						29909	1821	28088						85.8	5.2	80.6						31939	2096	29843						78.1	5.1	73						31903	2060	29843						85	5.5	79.5					
2021-08-07	61	Northwest Territories	Territoires du Nord-Ouest	28268	2021	26247						65	4.6	60.4						25698	1632	24066						77.4	4.9	72.5						28146	1979	26167						69.2	4.9	64.3						28030	1937	26093						76.6	5.3	71.3					
2021-08-07	62	Nunavut	Nunavut	23120	3028	20092						58.7	7.7	51						20329	2343	17986						81.4	9.4	72						22962	2954	20008						65	8.4	56.6						22962	2954	20008						78	10	68					
2021-08-14	1	Canada	Canada	27314206	3049195	24265011						71.4	8	63.4						25416685	2616048	22800637						82	8.4	73.5						27274378	3037472	24236906						75	8.4	66.7						27264135	3034139	24229996						81.4	9.1	72.4					
2021-08-14	10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	411260	87230	324030						79	16.8	62.2						384190	78518	305672						88.1	18	70.1						409868	87129	322739						81.8	17.4	64.4						409853	87116	322737						87.6	18.6	69					
2021-08-14	11	Prince Edward Island	Île-du-Prince-Édouard	126527	25854	100673						77	15.7	61.3						117493	20635	96858						87.4	15.3	72						126392	25800	100592						80.4	16.4	64						126392	25800	100592						86.9	17.7	69.2					
2021-08-14	12	Nova Scotia	Nouvelle-Écosse	747651	85963	661688						75.4	8.7	66.7						702559	76944	625615						85	9.3	75.7						747631	85956	661675						78.6	9	69.6						747631	85956	661675						84.5	9.7	74.8					
2021-08-14	13	New Brunswick	Nouveau-Brunswick	573044	78400	494644						72.6	9.9	62.7						537058	70071	466987						82.2	10.7	71.5						572862	78320	494542						75.8	10.4	65.4						572862	78320	494542						81.6	11.2	70.5					
2021-08-14	24	Quebec	Québec	6343431	790260	5553171						73.7	9.2	64.5						5916439	657111	5259328						84.5	9.4	75.1						6343228	790057	5553171						77.5	9.7	67.9						6343148	789977	5553171						84.2	10.5	73.7					
2021-08-14	35	Ontario	Ontario	10624677	1059550	9565127						71.7	7.1	64.5						9885705	917472	8968233						81.9	7.6	74.3						10619084	1057899	9561185						75.2	7.5	67.7						10619084	1057899	9561185						81.4	8.1	73.3					
2021-08-14	46	Manitoba	Manitoba	971605	85604	886001						70.2	6.2	64						902168	73595	828573						84	6.8	77.1						971508	85541	885967						74.6	6.6	68.1						971508	85541	885967						82.6	7.3	75.3					
2021-08-14	47	Saskatchewan	Saskatchewan	757540	87474	670066						64.2	7.4	56.8						699280	74602	624678						77.1	8.2	68.8						757326	87357	669969						68.4	7.9	60.5						757287	87325	669962						76	8.8	67.2					
2021-08-14	48	Alberta	Alberta	2858602	309715	2548887						64.3	7	57.4						2614871	267300	2347571						75.4	7.7	67.7						2827004	300422	2526582						67.6	7.2	60.4						2827004	300422	2526582						74.6	7.9	66.6					
2021-08-14	59	British Columbia	Colombie-Britannique	3815915	432363	3383552						73.2	8.3	64.9						3580574	374293	3206281						82.5	8.6	73.9						3815915	432363	3383552						76.5	8.7	67.8						3805973	429238	3376735						81.9	9.2	72.7					
2021-08-14	60	Yukon	Yukon	32168	2008	30160						74.6	4.7	69.9						29993	1708	28285						86	4.9	81.1						32051	1968	30083						78.4	4.8	73.6						32007	1924	30083						85.2	5.1	80.1					
2021-08-14	61	Northwest Territories	Territoires du Nord-Ouest	28493	1842	26651						65.5	4.2	61.3						25885	1502	24383						78	4.5	73.5						28373	1801	26572						69.8	4.4	65.3						28250	1762	26488						77.2	4.8	72.4					
2021-08-14	62	Nunavut	Nunavut	23293	2932	20361						59.1	7.4	51.7						20470	2297	18173						81.9	9.2	72.7						23136	2859	20277						65.5	8.1	57.4						23136	2859	20277						78.6	9.7	68.9					
2021-08-21	1	Canada	Canada	27524459	2639252	24885207						72	6.9	65.1						25584069	2288719	23295350						82.5	7.4	75.1						27473224	2617167	24856057						75.6	7.2	68.4						27462925	2614213	24848712						82	7.8	74.2					
2021-08-21	10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	413918	64949	348969						79.5	12.5	67						386530	58251	328279						88.6	13.4	75.2						412573	64877	347696						82.4	12.9	69.4						412560	64865	347695						88.2	13.9	74.3					
2021-08-21	11	Prince Edward Island	Île-du-Prince-Édouard	127405	18413	108992						77.5	11.2	66.3						118274	15615	102659						88	11.6	76.4						127262	18352	108910						80.9	11.7	69.3						127262	18352	108910						87.5	12.6	74.9					
2021-08-21	12	Nova Scotia	Nouvelle-Écosse	750104	76149	673955						75.6	7.7	67.9						704418	68246	636172						85.3	8.3	77						750073	76140	673933						78.9	8	70.9						750073	76140	673933						84.8	8.6	76.2					
2021-08-21	13	New Brunswick	Nouveau-Brunswick	577140	73225	503915						73.1	9.3	63.8						540508	65622	474886						82.7	10	72.7						576965	73148	503817						76.3	9.7	66.6						576965	73148	503817						82.2	10.4	71.8					
2021-08-21	24	Quebec	Québec	6400907	610800	5790107						74.4	7.1	67.3						5965802	527876	5437926						85.2	7.5	77.7						6400695	610588	5790107						78.2	7.5	70.8						6400612	610505	5790107						85	8.1	76.9					
2021-08-21	35	Ontario	Ontario	10712555	956187	9756368						72.3	6.4	65.8						9949473	823332	9126141						82.4	6.8	75.6						10696399	943700	9752699						75.8	6.7	69.1						10696399	943700	9752699						82	7.2	74.8					
2021-08-21	46	Manitoba	Manitoba	976886	77028	899858						70.6	5.6	65						906532	66534	839998						84.4	6.2	78.2						976786	76962	899824						75.1	5.9	69.1						976786	76962	899824						83.1	6.5	76.5					
2021-08-21	47	Saskatchewan	Saskatchewan	762645	83556	679089						64.6	7.1	57.6						703185	71280	631905						77.5	7.9	69.6						762430	83442	678988						68.9	7.5	61.3						762064	83084	678980						76.4	8.3	68.1					
2021-08-21	48	Alberta	Alberta	2876600	293995	2582605						64.7	6.6	58.1						2629360	254454	2374906						75.8	7.3	68.5						2844112	285142	2558970						68	6.8	61.2						2844112	285142	2558970						75	7.5	67.5					
2021-08-21	59	British Columbia	Colombie-Britannique	3841612	378245	3463367						73.7	7.3	66.4						3603008	331966	3271042						83	7.6	75.4						3841612	378245	3463367						77	7.6	69.4						3831960	375830	3456130						82.5	8.1	74.4					
2021-08-21	60	Yukon	Yukon	32284	1888	30396						74.9	4.4	70.5						30083	1612	28471						86.3	4.6	81.7						32164	1851	30313						78.7	4.5	74.1						32114	1801	30313						85.5	4.8	80.7					
2021-08-21	61	Northwest Territories	Territoires du Nord-Ouest	28888	1939	26949						66.5	4.5	62						26243	1623	24620						79.1	4.9	74.2						28788	1911	26877						70.8	4.7	66.1						28653	1875	26778						78.3	5.1	73.2					
2021-08-21	62	Nunavut	Nunavut	23515	2878	20637						59.7	7.3	52.4						20653	2308	18345						82.7	9.2	73.4						23365	2809	20556						66.1	8	58.2						23365	2809	20556						79.4	9.5	69.8					
2021-08-28	1	Canada	Canada	27764353	2377621	25386732						72.6	6.2	66.4						25779446	2068818	23710628						83.1	6.7	76.4						27703610	2347673	25355937						76.2	6.5	69.7						27692487	2344120	25348367						82.7	7	75.7					
2021-08-28	10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	416570	53711	362859						80	10.3	69.7						388837	48411	340426						89.1	11.1	78						415250	53649	361601						82.9	10.7	72.2						415239	53639	361600						88.8	11.5	77.3					
2021-08-28	11	Prince Edward Island	Île-du-Prince-Édouard	128206	14959	113247						78	9.1	68.9						118967	12921	106046						88.5	9.6	78.9						128068	14901	113167						81.5	9.5	72						128068	14901	113167						88.1	10.2	77.8					
2021-08-28	12	Nova Scotia	Nouvelle-Écosse	755395	67797	687598						76.1	6.8	69.3						709146	60802	648344						85.8	7.4	78.5						755373	67791	687582						79.5	7.1	72.3						755373	67791	687582						85.4	7.7	77.7					
2021-08-28	13	New Brunswick	Nouveau-Brunswick	581879	62080	519799						73.7	7.9	65.9						544440	55045	489395						83.3	8.4	74.9						581706	62013	519693						76.9	8.2	68.7						581589	61896	519693						82.9	8.8	74					
2021-08-28	24	Quebec	Québec	6459256	498109	5961147						75.1	5.8	69.3						6016090	436904	5579186						85.9	6.2	79.7						6459050	497903	5961147						78.9	6.1	72.8						6458961	497814	5961147						85.7	6.6	79.1					
2021-08-28	35	Ontario	Ontario	10797333	883832	9913501						72.8	6	66.9						10012998	758827	9254171						82.9	6.3	76.6						10773054	863366	9909688						76.3	6.1	70.2						10773054	863366	9909688						82.6	6.6	76					
2021-08-28	46	Manitoba	Manitoba	983935	69586	914349						71.1	5	66.1						912626	60889	851737						84.9	5.7	79.3						983839	69523	914316						75.6	5.3	70.3						983839	69523	914316						83.7	5.9	77.7					
2021-08-28	47	Saskatchewan	Saskatchewan	768600	81261	687339						65.1	6.9	58.3						707392	68907	638485						77.9	7.6	70.4						768373	81151	687222						69.4	7.3	62.1						767199	79989	687210						77	8	68.9					
2021-08-28	48	Alberta	Alberta	2898859	282060	2616799						65.2	6.3	58.9						2647402	244913	2402489						76.3	7.1	69.3						2864947	273289	2591658						68.5	6.5	61.9						2864947	273289	2591658						75.6	7.2	68.3					
2021-08-28	59	British Columbia	Colombie-Britannique	3888929	357606	3531323						74.6	6.9	67.7						3643992	315710	3328282						83.9	7.3	76.7						3888929	357606	3531323						77.9	7.2	70.8						3879401	355518	3523883						83.5	7.7	75.9					
2021-08-28	60	Yukon	Yukon	32419	1791	30628						75.2	4.2	71						30206	1538	28668						86.6	4.4	82.2						32311	1756	30555						79	4.3	74.7						32256	1714	30542						85.9	4.6	81.3					
2021-08-28	61	Northwest Territories	Territoires du Nord-Ouest	29276	2013	27263						67.3	4.6	62.7						26546	1665	24881						80	5	75						29166	1980	27186						71.7	4.9	66.8						29017	1935	27082						79.3	5.3	74					
2021-08-28	62	Nunavut	Nunavut	23696	2816	20880						60.1	7.1	53						20804	2286	18518						83.3	9.1	74.1						23544	2745	20799						66.6	7.8	58.9						23544	2745	20799						80	9.3	70.7					
2021-09-04	1	Canada	Canada	28014895	2235172	25779723						73.3	5.8	67.4						25992897	1944122	24048775						83.8	6.3	77.5						27950167	2201515	25748652						76.9	6.1	70.8						27938229	2197053	25741176						83.4	6.6	76.9					
2021-09-04	10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	418923	47553	371370						80.5	9.1	71.3						390835	43083	347752						89.6	9.9	79.7						417608	47504	370104						83.4	9.5	73.9						417597	47495	370102						89.3	10.2	79.1					
2021-09-04	11	Prince Edward Island	Île-du-Prince-Édouard	128957	13149	115808						78.5	8	70.5						119635	11498	108137						89	8.6	80.4						128814	13086	115728						81.9	8.3	73.6						128814	13086	115728						88.6	9	79.6					
2021-09-04	12	Nova Scotia	Nouvelle-Écosse	758774	63603	695171						76.5	6.4	70.1						711956	57341	654615						86.2	6.9	79.2						758773	63602	695171						79.8	6.7	73.1						758773	63602	695171						85.8	7.2	78.6					
2021-09-04	13	New Brunswick	Nouveau-Brunswick	591169	55439	535730						74.9	7	67.9						553466	48723	504743						84.7	7.5	77.2						591004	55385	535619						78.2	7.3	70.8						590130	54511	535619						84.1	7.8	76.3					
2021-09-04	24	Quebec	Québec	6522876	429785	6093091						75.8	5	70.8						6072619	374418	5698201						86.7	5.3	81.4						6522672	429581	6093091						79.7	5.2	74.5						6522570	429479	6093091						86.6	5.7	80.9					
2021-09-04	35	Ontario	Ontario	10886925	854139	10032786						73.4	5.8	67.7						10084882	734302	9350580						83.5	6.1	77.4						10858699	829894	10028805						76.9	5.9	71.1						10858699	829894	10028805						83.3	6.4	76.9					
2021-09-04	46	Manitoba	Manitoba	995895	66072	929823						72	4.8	67.2						922557	57738	864819						85.9	5.4	80.5						995795	66005	929790						76.5	5.1	71.4						995795	66005	929790						84.7	5.6	79.1					
2021-09-04	47	Saskatchewan	Saskatchewan	775033	79711	695322						65.7	6.8	58.9						712417	67333	645084						78.5	7.4	71.1						774815	79600	695215						70	7.2	62.8						773260	78065	695195						77.6	7.8	69.7					
2021-09-04	48	Alberta	Alberta	2925095	275296	2649799						65.8	6.2	59.6						2670892	239388	2431504						77	6.9	70.1						2891113	266577	2624536						69.1	6.4	62.7						2891113	266577	2624536						76.2	7	69.2					
2021-09-04	59	British Columbia	Colombie-Britannique	3925357	343816	3581541						75.3	6.6	68.7						3675685	304818	3370867						84.7	7	77.7						3925357	343816	3581541						78.7	6.9	71.8						3916145	341933	3574212						84.3	7.4	77					
2021-09-04	60	Yukon	Yukon	32524	1731	30793						75.4	4	71.4						30280	1504	28776						86.8	4.3	82.5						32418	1695	30723						79.3	4.1	75.1						32341	1660	30681						86.1	4.4	81.7					
2021-09-04	61	Northwest Territories	Territoires du Nord-Ouest	29506	2062	27444						67.9	4.7	63.1						26765	1706	25059						80.7	5.1	75.5						29390	2025	27365						72.3	5	67.3						29283	2001	27282						80.1	5.5	74.6					
2021-09-04	62	Nunavut	Nunavut	23861	2816	21045						60.6	7.1	53.4						20908	2270	18638						83.7	9.1	74.6						23709	2745	20964						67.1	7.8	59.3						23709	2745	20964						80.6	9.3	71.2					
2021-09-11	1	Canada	Canada	28264625	2144156	26120469						73.9	5.6	68.3						26210856	1864982	24345874						84.5	6	78.5						28198338	2111495	26086843						77.5	5.8	71.7						28186482	2107032	26079450						84.2	6.3	77.9					
2021-09-11	10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	421222	45316	375906						80.9	8.7	72.2						392906	41136	351770						90.1	9.4	80.6						419929	45278	374651						83.8	9	74.8						419919	45270	374649						89.8	9.7	80.1					
2021-09-11	11	Prince Edward Island	Île-du-Prince-Édouard	129604	11865	117739						78.9	7.2	71.7						120260	10378	109882						89.4	7.7	81.7						129467	11802	117665						82.3	7.5	74.8						129467	11802	117665						89	8.1	80.9					
2021-09-11	12	Nova Scotia	Nouvelle-Écosse	764090	59646	704444						77	6	71						716583	53701	662882						86.7	6.5	80.2						764089	59645	704444						80.4	6.3	74.1						764089	59645	704444						86.4	6.7	79.7					
2021-09-11	13	New Brunswick	Nouveau-Brunswick	594409	53570	540839						75.3	6.8	68.5						556338	46927	509411						85.1	7.2	78						594244	53516	540728						78.6	7.1	71.5						593307	52585	540722						84.5	7.5	77					
2021-09-11	24	Quebec	Québec	6575581	381716	6193865						76.4	4.4	72						6119112	331939	5787173						87.4	4.7	82.6						6575369	381509	6193860						80.4	4.7	75.7						6575261	381401	6193860						87.3	5.1	82.2					
2021-09-11	35	Ontario	Ontario	10997962	825753	10172209						74.2	5.6	68.6						10178976	709966	9469010						84.3	5.9	78.4						10967306	801948	10165358						77.7	5.7	72						10967306	801948	10165358						84.1	6.2	78					
2021-09-11	46	Manitoba	Manitoba	1004844	64842	940002						72.6	4.7	67.9						930360	56646	873714						86.6	5.3	81.3						1004746	64774	939972						77.2	5	72.2						1004746	64774	939972						85.4	5.5	79.9					
